,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1998,2019-M024,Cincinnati Masters,Hard,64,M,20190812,247,104755,,PR,Richard Gasquet,R,185.0,FRA,33.1498973306,104918,,WC,Andy Murray,R,190.0,GBR,32.243668720100004,6-4 6-4,3,R64,96.0,4.0,6.0,68.0,41.0,33.0,13.0,10.0,4.0,5.0,4.0,3.0,56.0,30.0,23.0,11.0,10.0,4.0,7.0,56.0,930.0,324.0,120.0
1999,2019-M024,Cincinnati Masters,Hard,64,M,20190812,244,106415,,Q,Yoshihito Nishioka,L,,JPN,23.874058863800002,111442,,,Jordan Thompson,R,,AUS,25.311430527,7-5 5-7 6-4,3,R64,143.0,1.0,0.0,101.0,65.0,44.0,21.0,17.0,8.0,12.0,9.0,1.0,94.0,57.0,42.0,17.0,17.0,1.0,6.0,77.0,757.0,49.0,1011.0
2000,2019-M024,Cincinnati Masters,Hard,64,M,20190812,243,200282,,,Alex De Minaur,R,,AUS,20.481861738499997,106065,,,Marco Cecchinato,R,,ITA,26.8637919233,6-7(5) 6-1 6-2,3,R64,131.0,6.0,4.0,93.0,51.0,38.0,28.0,14.0,0.0,0.0,9.0,4.0,108.0,58.0,42.0,22.0,13.0,10.0,14.0,38.0,1225.0,65.0,880.0
2001,2019-M024,Cincinnati Masters,Hard,64,M,20190812,242,124187,,WC,Reilly Opelka,R,,USA,21.954825462,106432,12,,Borna Coric,R,,CRO,22.7405886379,4-6 6-3 7-5,3,R64,138.0,27.0,3.0,107.0,67.0,52.0,22.0,16.0,10.0,11.0,6.0,2.0,86.0,61.0,48.0,13.0,15.0,5.0,7.0,42.0,1047.0,13.0,2195.0
2002,2019-M024,Cincinnati Masters,Hard,64,M,20190812,241,105676,16,,David Goffin,R,163.0,BEL,28.6789869952,126203,,,Taylor Harry Fritz,R,,USA,21.787816564,6-4 4-6 6-4,3,R64,145.0,6.0,9.0,110.0,64.0,41.0,24.0,15.0,8.0,11.0,7.0,3.0,104.0,51.0,38.0,25.0,15.0,6.0,10.0,19.0,1815.0,25.0,1545.0
2003,2019-M024,Cincinnati Masters,Hard,64,M,20190812,240,105550,,,Guido Pella,L,185.0,ARG,29.237508555799998,134770,,Q,Casper Ruud,R,,NOR,20.637919233399998,7-5 7-6(4),3,R64,114.0,8.0,4.0,88.0,64.0,44.0,14.0,12.0,9.0,11.0,4.0,3.0,78.0,56.0,43.0,8.0,12.0,2.0,5.0,22.0,1710.0,54.0,951.0
2004,2019-M024,Cincinnati Masters,Hard,64,M,20190812,239,105173,,,Adrian Mannarino,L,183.0,FRA,31.1184120465,106426,,,Christian Garin,R,,CHI,23.2005475702,6-4 6-1,3,R64,70.0,5.0,1.0,52.0,25.0,19.0,17.0,9.0,1.0,2.0,3.0,5.0,47.0,26.0,17.0,7.0,8.0,0.0,4.0,59.0,916.0,32.0,1317.0
2005,2019-6242,Winston-Salem,Hard,64,A,20190819,300,128034,3,,Hubert Hurkacz,R,,POL,22.5160848734,105332,1,,Benoit Paire,R,196.0,FRA,30.2806297057,6-3 3-6 6-3,3,F,129.0,6.0,4.0,92.0,63.0,42.0,12.0,14.0,4.0,8.0,10.0,6.0,87.0,47.0,31.0,15.0,13.0,6.0,11.0,41.0,1078.0,30.0,1403.0
2006,2019-6242,Winston-Salem,Hard,64,A,20190819,299,105332,1,,Benoit Paire,R,196.0,FRA,30.2806297057,105449,,,Steve Johnson,R,188.0,USA,29.650924024600002,1-6 6-0 6-0,3,SF,83.0,7.0,7.0,60.0,34.0,26.0,11.0,9.0,6.0,8.0,1.0,1.0,62.0,34.0,16.0,14.0,10.0,4.0,10.0,30.0,1403.0,82.0,670.0
2007,2019-6242,Winston-Salem,Hard,64,A,20190819,298,128034,3,,Hubert Hurkacz,R,,POL,22.5160848734,133430,2,,Denis Shapovalov,L,,CAN,20.3449691992,6-3 6-4,3,SF,68.0,5.0,1.0,57.0,27.0,20.0,24.0,10.0,4.0,4.0,4.0,4.0,52.0,25.0,20.0,13.0,9.0,1.0,3.0,41.0,1078.0,38.0,1240.0
2008,2019-6242,Winston-Salem,Hard,64,A,20190819,297,105332,1,,Benoit Paire,R,196.0,FRA,30.2806297057,105807,11,,Pablo Carreno Busta,R,188.0,ESP,28.104038329899996,7-6(5) 1-6 6-3,3,QF,125.0,9.0,15.0,116.0,60.0,44.0,19.0,14.0,8.0,13.0,5.0,2.0,91.0,58.0,39.0,16.0,14.0,6.0,10.0,30.0,1403.0,64.0,897.0
2009,2019-6242,Winston-Salem,Hard,64,A,20190819,296,105449,,,Steve Johnson,R,188.0,USA,29.650924024600002,105357,14,,John Millman,R,183.0,AUS,30.1793292266,4-6 7-6(5) 6-4,3,QF,135.0,16.0,2.0,102.0,66.0,56.0,15.0,16.0,5.0,6.0,12.0,4.0,101.0,53.0,42.0,30.0,16.0,6.0,7.0,82.0,670.0,61.0,911.0
2011,2019-6242,Winston-Salem,Hard,64,A,20190819,294,133430,2,,Denis Shapovalov,L,,CAN,20.3449691992,126094,,,Andrey Rublev,R,,RUS,21.8288843258,6-3 7-6(4),3,QF,84.0,10.0,4.0,68.0,40.0,31.0,17.0,11.0,1.0,2.0,1.0,7.0,60.0,35.0,27.0,11.0,10.0,1.0,3.0,38.0,1240.0,47.0,1031.0
2012,2019-6242,Winston-Salem,Hard,64,A,20190819,293,105332,1,,Benoit Paire,R,196.0,FRA,30.2806297057,200005,15,,Ugo Humbert,L,,FRA,21.1471594798,3-6 7-6(2) 6-3,3,R16,146.0,9.0,5.0,98.0,45.0,34.0,22.0,14.0,7.0,12.0,4.0,4.0,108.0,67.0,39.0,21.0,16.0,5.0,11.0,30.0,1403.0,62.0,909.0
2013,2019-6242,Winston-Salem,Hard,64,A,20190819,292,105807,11,,Pablo Carreno Busta,R,188.0,ESP,28.104038329899996,132283,7,,Lorenzo Sonego,R,,ITA,24.273785078699998,7-6(7) 6-0,3,R16,100.0,1.0,2.0,65.0,37.0,25.0,17.0,9.0,2.0,3.0,5.0,0.0,60.0,36.0,24.0,7.0,9.0,4.0,8.0,64.0,897.0,48.0,1026.0
2014,2019-6242,Winston-Salem,Hard,64,A,20190819,291,105357,14,,John Millman,R,183.0,AUS,30.1793292266,104898,,,Robin Haase,R,190.0,NED,32.3696098563,6-3 6-4,3,R16,90.0,6.0,4.0,73.0,46.0,35.0,12.0,10.0,5.0,6.0,6.0,5.0,68.0,29.0,21.0,17.0,9.0,2.0,5.0,61.0,911.0,154.0,356.0
2015,2019-6242,Winston-Salem,Hard,64,A,20190819,290,105449,,,Steve Johnson,R,188.0,USA,29.650924024600002,134770,12,,Casper Ruud,R,,NOR,20.6570841889,6-2 7-6(5),3,R16,106.0,10.0,6.0,67.0,38.0,31.0,15.0,10.0,2.0,3.0,1.0,7.0,80.0,46.0,32.0,15.0,10.0,1.0,4.0,82.0,670.0,54.0,976.0
2017,2019-6242,Winston-Salem,Hard,64,A,20190819,288,128034,3,,Hubert Hurkacz,R,,POL,22.5160848734,103852,16,,Feliciano Lopez,L,188.0,ESP,37.9110198494,6-3 3-1 RET,3,R16,55.0,3.0,2.0,37.0,20.0,15.0,12.0,7.0,1.0,2.0,2.0,5.0,49.0,24.0,15.0,10.0,6.0,4.0,7.0,41.0,1078.0,63.0,903.0
2018,2019-6242,Winston-Salem,Hard,64,A,20190819,287,126094,,,Andrey Rublev,R,,RUS,21.8288843258,105023,6,,Sam Querrey,R,198.0,USA,31.865845311399998,7-6(4) 7-6(10),3,R16,111.0,12.0,3.0,89.0,45.0,40.0,22.0,12.0,1.0,3.0,15.0,6.0,92.0,52.0,42.0,18.0,12.0,2.0,4.0,47.0,1031.0,46.0,1035.0
2019,2019-6242,Winston-Salem,Hard,64,A,20190819,286,133430,2,,Denis Shapovalov,L,,CAN,20.3449691992,200175,13,,Miomir Kecmanovic,R,,SRB,19.9671457906,6-2 6-3,3,R16,76.0,8.0,4.0,49.0,25.0,20.0,13.0,9.0,4.0,6.0,0.0,4.0,70.0,42.0,22.0,10.0,8.0,11.0,16.0,38.0,1240.0,49.0,1022.0
2020,2019-6242,Winston-Salem,Hard,64,A,20190819,285,105332,1,,Benoit Paire,R,196.0,FRA,30.2806297057,105432,,,Prajnesh Gunneswaran,L,,IND,29.765913757699998,6-3 7-5,3,R32,69.0,14.0,7.0,68.0,36.0,30.0,16.0,11.0,4.0,5.0,3.0,3.0,56.0,33.0,20.0,15.0,10.0,1.0,4.0,30.0,1403.0,89.0,600.0
2021,2019-6242,Winston-Salem,Hard,64,A,20190819,284,200005,15,,Ugo Humbert,L,,FRA,21.1471594798,106216,,Q,Bjorn Fratangelo,R,,USA,26.083504449,3-6 6-3 6-2,3,R32,102.0,10.0,2.0,74.0,42.0,31.0,18.0,13.0,5.0,8.0,4.0,5.0,77.0,42.0,28.0,15.0,13.0,2.0,7.0,62.0,909.0,119.0,467.0
2022,2019-6242,Winston-Salem,Hard,64,A,20190819,283,105807,11,,Pablo Carreno Busta,R,188.0,ESP,28.104038329899996,105657,,,Marius Copil,R,193.0,ROU,28.837782340900002,6-3 6-7(3) 6-4,3,R32,121.0,6.0,2.0,99.0,65.0,44.0,21.0,15.0,3.0,4.0,9.0,5.0,89.0,42.0,30.0,28.0,16.0,1.0,5.0,64.0,897.0,96.0,552.0
2023,2019-6242,Winston-Salem,Hard,64,A,20190819,282,132283,7,,Lorenzo Sonego,R,,ITA,24.273785078699998,106000,,Q,Damir Dzumhur,R,172.0,BIH,27.2470910335,6-1 6-4,3,R32,69.0,9.0,3.0,50.0,34.0,31.0,8.0,9.0,2.0,2.0,0.0,3.0,62.0,44.0,27.0,6.0,8.0,6.0,9.0,48.0,1026.0,105.0,520.0
2024,2019-6242,Winston-Salem,Hard,64,A,20190819,281,104898,,,Robin Haase,R,190.0,NED,32.3696098563,105311,4,,Joao Sousa,R,185.0,POR,30.3874058864,4-6 6-3 6-4,3,R32,113.0,11.0,7.0,80.0,35.0,31.0,28.0,15.0,3.0,4.0,9.0,6.0,93.0,48.0,43.0,17.0,14.0,2.0,4.0,154.0,356.0,43.0,1061.0
2025,2019-6242,Winston-Salem,Hard,64,A,20190819,280,105357,14,,John Millman,R,183.0,AUS,30.1793292266,106065,,,Marco Cecchinato,R,,ITA,26.8829568789,6-7(5) 6-4 6-3,3,R32,149.0,5.0,5.0,94.0,39.0,32.0,36.0,15.0,0.0,0.0,18.0,4.0,116.0,65.0,48.0,24.0,16.0,4.0,7.0,61.0,911.0,67.0,880.0
2026,2019-6242,Winston-Salem,Hard,64,A,20190819,279,134770,12,,Casper Ruud,R,,NOR,20.6570841889,144750,,,Lloyd George Muirhead Harris,R,,RSA,22.4804928131,6-1 0-0 RET,3,R32,31.0,2.0,0.0,20.0,10.0,9.0,7.0,4.0,0.0,0.0,4.0,0.0,26.0,13.0,8.0,4.0,3.0,2.0,4.0,54.0,976.0,99.0,535.0
2027,2019-6242,Winston-Salem,Hard,64,A,20190819,278,105449,,,Steve Johnson,R,188.0,USA,29.650924024600002,105554,5,,Daniel Evans,R,175.0,GBR,29.240246406599997,6-3 6-1,3,R32,64.0,12.0,3.0,51.0,30.0,24.0,12.0,8.0,2.0,2.0,4.0,1.0,50.0,31.0,21.0,5.0,8.0,4.0,8.0,82.0,670.0,58.0,955.0
2030,2019-6242,Winston-Salem,Hard,64,A,20190819,275,103852,16,,Feliciano Lopez,L,188.0,ESP,37.9110198494,104665,,,Pablo Andujar,R,180.0,ESP,33.568788501,6-4 1-6 7-5,3,R32,122.0,12.0,5.0,81.0,40.0,31.0,22.0,14.0,5.0,8.0,2.0,1.0,89.0,53.0,37.0,21.0,15.0,6.0,9.0,63.0,903.0,71.0,847.0
2031,2019-6242,Winston-Salem,Hard,64,A,20190819,274,128034,3,,Hubert Hurkacz,R,,POL,22.5160848734,117353,,,Duck Hee Lee,R,,KOR,21.2238193018,4-6 6-0 6-3,3,R32,122.0,13.0,9.0,95.0,53.0,39.0,15.0,13.0,8.0,12.0,1.0,14.0,90.0,45.0,25.0,19.0,12.0,5.0,12.0,41.0,1078.0,212.0,226.0
2032,2019-6242,Winston-Salem,Hard,64,A,20190819,273,105023,6,,Sam Querrey,R,198.0,USA,31.865845311399998,106148,,,Roberto Carballes Baena,R,,ESP,26.4065708419,6-3 7-5,3,R32,89.0,15.0,3.0,55.0,33.0,29.0,13.0,11.0,0.0,1.0,2.0,7.0,80.0,43.0,24.0,21.0,10.0,7.0,10.0,46.0,1035.0,76.0,787.0
2033,2019-6242,Winston-Salem,Hard,64,A,20190819,272,126094,,,Andrey Rublev,R,,RUS,21.8288843258,105077,9,,Albert Ramos,L,188.0,ESP,31.5865845311,6-7(5) 6-3 6-1,3,R32,137.0,5.0,3.0,88.0,59.0,45.0,18.0,14.0,2.0,2.0,5.0,2.0,96.0,48.0,35.0,23.0,14.0,4.0,8.0,47.0,1031.0,50.0,1019.0
2034,2019-6242,Winston-Salem,Hard,64,A,20190819,271,200175,13,,Miomir Kecmanovic,R,,SRB,19.9671457906,200615,,,Alexei Popyrin,R,,AUS,20.038329910999998,7-6(5) 6-3,3,R32,81.0,3.0,5.0,65.0,32.0,27.0,21.0,11.0,1.0,2.0,4.0,3.0,74.0,40.0,23.0,20.0,10.0,5.0,7.0,49.0,1022.0,106.0,518.0
2035,2019-6242,Winston-Salem,Hard,64,A,20190819,270,133430,2,,Denis Shapovalov,L,,CAN,20.3449691992,105815,,,Tennys Sandgren,R,,USA,28.076659821999996,6-2 6-4,3,R32,76.0,4.0,4.0,51.0,29.0,19.0,13.0,9.0,1.0,3.0,3.0,3.0,61.0,35.0,19.0,10.0,9.0,7.0,12.0,38.0,1240.0,73.0,826.0
2036,2019-6242,Winston-Salem,Hard,64,A,20190819,268,105432,,,Prajnesh Gunneswaran,L,,IND,29.765913757699998,105649,,PR,Cedrik Marcel Stebe,L,183.0,GER,28.859685147199997,6-3 6-4,3,R64,72.0,5.0,1.0,51.0,35.0,29.0,11.0,10.0,0.0,0.0,3.0,7.0,62.0,32.0,24.0,14.0,9.0,3.0,5.0,89.0,600.0,253.0,172.0
2038,2019-6242,Winston-Salem,Hard,64,A,20190819,264,105657,,,Marius Copil,R,193.0,ROU,28.837782340900002,105373,,,Martin Klizan,L,190.0,SVK,30.1054072553,6-4 3-6 6-3,3,R64,126.0,21.0,4.0,88.0,51.0,41.0,20.0,14.0,4.0,5.0,6.0,9.0,98.0,50.0,36.0,24.0,14.0,4.0,6.0,96.0,552.0,84.0,619.0
2039,2019-6242,Winston-Salem,Hard,64,A,20190819,263,106000,,Q,Damir Dzumhur,R,172.0,BIH,27.2470910335,126156,,,Antonie Hoang,R,,FRA,23.7891854894,6-7(5) 6-0 6-2,3,R64,123.0,1.0,6.0,90.0,51.0,38.0,20.0,13.0,4.0,6.0,6.0,10.0,84.0,50.0,29.0,13.0,13.0,3.0,10.0,105.0,520.0,98.0,536.0
2040,2019-6242,Winston-Salem,Hard,64,A,20190819,260,104898,,,Robin Haase,R,190.0,NED,32.3696098563,106045,,,Denis Kudla,R,180.0,USA,27.0034223135,6-4 7-6(3),3,R64,91.0,17.0,5.0,72.0,38.0,32.0,19.0,11.0,1.0,2.0,13.0,1.0,71.0,39.0,30.0,16.0,11.0,2.0,4.0,154.0,356.0,111.0,491.0
2041,2019-6242,Winston-Salem,Hard,64,A,20190819,259,106065,,,Marco Cecchinato,R,,ITA,26.8829568789,122330,,,Alexander Bublik,R,,KAZ,22.1711156742,7-6(3) 1-0 RET,3,R64,52.0,1.0,3.0,41.0,23.0,22.0,9.0,6.0,2.0,2.0,8.0,2.0,41.0,24.0,21.0,8.0,7.0,0.0,1.0,67.0,880.0,75.0,808.0
2042,2019-6242,Winston-Salem,Hard,64,A,20190819,256,144750,,,Lloyd George Muirhead Harris,R,,RSA,22.4804928131,144719,,,Jaume Munar,R,,ESP,22.288843258000004,7-6(5) 4-6 6-1,3,R64,135.0,11.0,2.0,85.0,47.0,36.0,19.0,15.0,2.0,5.0,9.0,3.0,98.0,55.0,40.0,18.0,14.0,5.0,9.0,99.0,535.0,97.0,550.0
2043,2019-6242,Winston-Salem,Hard,64,A,20190819,255,105449,,,Steve Johnson,R,188.0,USA,29.650924024600002,144895,,,Corentin Moutet,L,,FRA,20.334017795999998,6-3 6-3,3,R64,74.0,2.0,1.0,48.0,26.0,21.0,13.0,9.0,1.0,2.0,1.0,9.0,56.0,28.0,20.0,11.0,9.0,4.0,8.0,82.0,670.0,83.0,650.0
2046,2019-6242,Winston-Salem,Hard,64,A,20190819,248,104665,,,Pablo Andujar,R,180.0,ESP,33.568788501,111797,,,Nicolas Jarry,R,,CHI,23.8548939083,6-4 6-2,3,R64,75.0,3.0,3.0,51.0,36.0,27.0,7.0,9.0,0.0,2.0,8.0,5.0,58.0,28.0,17.0,11.0,9.0,7.0,12.0,71.0,847.0,69.0,865.0
2047,2019-6242,Winston-Salem,Hard,64,A,20190819,247,117353,,,Duck Hee Lee,R,,KOR,21.2238193018,105967,,,Henri Laaksonen,R,,SUI,27.3839835729,7-6(4) 6-1,3,R64,105.0,9.0,2.0,66.0,40.0,28.0,17.0,10.0,2.0,3.0,4.0,2.0,71.0,41.0,25.0,14.0,9.0,8.0,11.0,212.0,226.0,120.0,462.0
2048,2019-6242,Winston-Salem,Hard,64,A,20190819,244,106148,,,Roberto Carballes Baena,R,,ESP,26.4065708419,106218,,Q,Marcos Giron,R,,USA,26.069815195100002,6-2 2-6 6-3,3,R64,124.0,1.0,6.0,83.0,49.0,35.0,18.0,13.0,1.0,3.0,1.0,0.0,78.0,36.0,24.0,24.0,12.0,4.0,7.0,76.0,787.0,155.0,356.0
2049,2019-6242,Winston-Salem,Hard,64,A,20190819,243,126094,,,Andrey Rublev,R,,RUS,21.8288843258,105341,,,Thomas Fabbiano,R,,ITA,30.2313483915,6-4 6-2,3,R64,74.0,6.0,4.0,62.0,38.0,27.0,13.0,9.0,5.0,6.0,3.0,2.0,60.0,34.0,25.0,6.0,9.0,9.0,13.0,47.0,1031.0,87.0,610.0
2050,2019-6242,Winston-Salem,Hard,64,A,20190819,240,200615,,,Alexei Popyrin,R,,AUS,20.038329910999998,106329,,,Thiago Monteiro,L,,BRA,25.218343600300003,5-7 6-4 7-6(7),3,R64,135.0,16.0,4.0,105.0,61.0,51.0,26.0,17.0,2.0,3.0,8.0,1.0,93.0,53.0,44.0,28.0,17.0,0.0,1.0,106.0,518.0,100.0,532.0
2051,2019-6242,Winston-Salem,Hard,64,A,20190819,239,105815,,,Tennys Sandgren,R,,USA,28.076659821999996,104918,,WC,Andy Murray,R,190.0,GBR,32.2628336756,7-6(8) 7-5,3,R64,129.0,11.0,6.0,91.0,58.0,44.0,15.0,12.0,2.0,4.0,6.0,1.0,86.0,43.0,31.0,22.0,12.0,4.0,7.0,73.0,826.0,329.0,120.0
2052,2019-560,US Open,Hard,128,G,20190826,100,104925,1,,Novak Djokovic,R,188.0,SRB,32.2628336756,106148,,,Roberto Carballes Baena,R,,ESP,26.425735797399998,6-4 6-1 6-4,5,R128,112.0,4.0,3.0,73.0,44.0,37.0,19.0,14.0,0.0,0.0,5.0,5.0,91.0,53.0,32.0,21.0,13.0,7.0,11.0,1.0,11685.0,76.0,787.0
2053,2019-560,US Open,Hard,128,G,20190826,101,106228,,,Juan Ignacio Londero,R,,ARG,26.028747433299998,105023,,,Sam Querrey,R,198.0,USA,31.8850102669,3-6 6-1 7-6(3) 7-5,5,R128,144.0,10.0,9.0,114.0,66.0,55.0,26.0,21.0,2.0,5.0,24.0,7.0,120.0,71.0,55.0,19.0,20.0,2.0,7.0,56.0,970.0,46.0,1055.0
2054,2019-560,US Open,Hard,128,G,20190826,102,106045,,,Denis Kudla,R,180.0,USA,27.022587269000002,104386,,,Janko Tipsarevic,R,180.0,SRB,35.1759069131,3-6 6-1 7-6(5) 6-1,5,R128,165.0,9.0,3.0,103.0,63.0,51.0,22.0,18.0,4.0,7.0,10.0,2.0,130.0,79.0,50.0,24.0,18.0,12.0,18.0,111.0,491.0,260.0,170.0
2055,2019-560,US Open,Hard,128,G,20190826,103,105583,27,,Dusan Lajovic,R,180.0,SRB,29.155373032199996,104327,,,Steve Darcis,R,178.0,BEL,35.452429842600004,7-5 6-3 6-3,5,R128,111.0,4.0,1.0,82.0,62.0,45.0,11.0,15.0,0.0,2.0,2.0,5.0,85.0,39.0,29.0,17.0,15.0,8.0,14.0,29.0,1441.0,186.0,266.0
2057,2019-560,US Open,Hard,128,G,20190826,105,104871,,,Jeremy Chardy,R,188.0,FRA,32.5338809035,128034,,,Hubert Hurkacz,R,,POL,22.5352498289,3-6 6-3 6-7(6) 6-1 6-4,5,R128,193.0,15.0,6.0,161.0,106.0,79.0,26.0,25.0,4.0,7.0,16.0,7.0,152.0,116.0,78.0,15.0,23.0,11.0,17.0,74.0,815.0,35.0,1308.0
2058,2019-560,US Open,Hard,128,G,20190826,106,200175,,,Miomir Kecmanovic,R,,SRB,19.9863107461,111513,,,Laslo Djere,R,,SRB,24.2327173169,6-2 6-1 7-5,5,R128,118.0,3.0,3.0,82.0,48.0,36.0,20.0,13.0,0.0,1.0,10.0,7.0,106.0,54.0,32.0,20.0,14.0,10.0,17.0,50.0,1026.0,39.0,1245.0
2060,2019-560,US Open,Hard,128,G,20190826,108,124187,,,Reilly Opelka,R,,USA,21.993155373,104926,11,,Fabio Fognini,R,178.0,ITA,32.257357974,6-3 6-4 6-7(6) 6-3,5,R128,171.0,26.0,4.0,124.0,71.0,56.0,31.0,22.0,5.0,7.0,16.0,6.0,110.0,61.0,48.0,24.0,19.0,10.0,15.0,42.0,1076.0,11.0,2510.0
2061,2019-560,US Open,Hard,128,G,20190826,109,136440,,,Dominik Koepfer,L,,GER,25.325119780999998,144719,,,Jaume Munar,R,,ESP,22.3080082136,6-4 7-6(2) 5-7 7-5,5,R128,214.0,3.0,11.0,169.0,100.0,68.0,31.0,23.0,12.0,17.0,8.0,2.0,157.0,94.0,61.0,30.0,24.0,7.0,13.0,118.0,474.0,97.0,550.0
2063,2019-560,US Open,Hard,128,G,20190826,111,105932,17,,Nikoloz Basilashvili,R,185.0,RUS,27.5044490075,105916,,,Marton Fucsovics,R,,HUN,27.545516769299997,3-6 6-4 6-2 3-6 6-3,5,R128,221.0,1.0,7.0,157.0,82.0,49.0,39.0,23.0,11.0,19.0,3.0,7.0,136.0,64.0,38.0,33.0,22.0,4.0,13.0,18.0,1985.0,64.0,885.0
2064,2019-560,US Open,Hard,128,G,20190826,112,103852,,,Feliciano Lopez,L,188.0,ESP,37.930184804899994,126203,26,,Taylor Harry Fritz,R,,USA,21.826146475,3-6 6-4 6-3 6-4,5,R128,138.0,22.0,4.0,106.0,68.0,56.0,20.0,19.0,2.0,3.0,13.0,4.0,113.0,66.0,49.0,24.0,19.0,2.0,5.0,61.0,923.0,28.0,1465.0
2065,2019-560,US Open,Hard,128,G,20190826,113,106415,,,Yoshihito Nishioka,L,,JPN,23.9123887748,106218,,,Marcos Giron,R,,USA,26.0889801506,3-6 6-4 6-4 6-4,5,R128,164.0,1.0,0.0,114.0,72.0,49.0,25.0,20.0,2.0,5.0,11.0,1.0,124.0,73.0,53.0,22.0,19.0,8.0,12.0,59.0,946.0,151.0,361.0
2066,2019-560,US Open,Hard,128,G,20190826,114,106198,,,Hugo Dellien,R,,BOL,26.1930184805,126952,,,Soon Woo Kwon,R,,KOR,21.7303216975,6-3 6-4 2-6 2-3 RET,5,R128,175.0,5.0,3.0,127.0,78.0,45.0,23.0,16.0,11.0,18.0,3.0,6.0,108.0,65.0,35.0,22.0,16.0,7.0,14.0,84.0,618.0,90.0,599.0
2067,2019-560,US Open,Hard,128,G,20190826,115,106421,5,,Daniil Medvedev,R,,RUS,23.537303216999998,105432,,,Prajnesh Gunneswaran,L,,IND,29.7850787132,6-4 6-1 6-2,5,R128,85.0,9.0,7.0,68.0,43.0,36.0,11.0,12.0,2.0,3.0,4.0,8.0,68.0,37.0,24.0,8.0,13.0,1.0,8.0,5.0,4125.0,88.0,610.0
2068,2019-560,US Open,Hard,128,G,20190826,116,103819,3,,Roger Federer,R,185.0,SUI,38.0479123888,111576,,,Sumit Nagal,R,,IND,22.0260095825,4-6 6-1 6-2 6-4,5,R128,150.0,12.0,7.0,132.0,80.0,57.0,25.0,18.0,10.0,13.0,0.0,4.0,107.0,68.0,40.0,18.0,17.0,6.0,13.0,3.0,6950.0,190.0,264.0
2069,2019-560,US Open,Hard,128,G,20190826,117,106000,,,Damir Dzumhur,R,172.0,BIH,27.266255989,200611,,,Elliot Benchetrit,U,,FRA,20.8980150582,4-6 6-2 6-3 6-0,5,R128,128.0,5.0,6.0,101.0,62.0,48.0,22.0,16.0,5.0,6.0,8.0,2.0,106.0,61.0,42.0,17.0,17.0,8.0,15.0,99.0,535.0,227.0,202.0
2070,2019-560,US Open,Hard,128,G,20190826,118,105554,,,Daniel Evans,R,175.0,GBR,29.2594113621,105173,,,Adrian Mannarino,L,183.0,FRA,31.1567419576,6-4 6-3 2-6 6-3,5,R128,182.0,4.0,6.0,123.0,72.0,49.0,27.0,18.0,12.0,15.0,12.0,4.0,124.0,59.0,45.0,29.0,18.0,8.0,13.0,58.0,955.0,57.0,961.0
2071,2019-560,US Open,Hard,128,G,20190826,119,106298,25,,Lucas Pouille,R,185.0,FRA,25.503080082100002,104259,,,Philipp Kohlschreiber,R,178.0,GER,35.8603696099,6-3 4-6 6-4 6-4,5,R128,164.0,16.0,5.0,141.0,71.0,55.0,35.0,20.0,8.0,11.0,10.0,5.0,109.0,59.0,44.0,23.0,19.0,5.0,10.0,27.0,1475.0,71.0,831.0
2072,2019-560,US Open,Hard,128,G,20190826,120,105807,,,Pablo Carreno Busta,R,188.0,ESP,28.1232032854,105550,19,,Guido Pella,L,185.0,ARG,29.2758384668,6-3 4-6 7-6(2) 6-3,5,R128,193.0,5.0,3.0,129.0,85.0,58.0,26.0,20.0,7.0,10.0,5.0,5.0,134.0,81.0,53.0,28.0,21.0,8.0,14.0,69.0,852.0,20.0,1735.0
2073,2019-560,US Open,Hard,128,G,20190826,121,105575,,,Ricardas Berankis,R,175.0,LTU,29.180013689299997,106210,,,Jiri Vesely,L,,CZE,26.1273100616,4-6 7-6(4) 3-6 7-6(4) 6-4,5,R128,256.0,13.0,3.0,165.0,97.0,68.0,41.0,26.0,5.0,9.0,16.0,5.0,193.0,129.0,91.0,31.0,29.0,8.0,11.0,68.0,857.0,140.0,385.0
2074,2019-560,US Open,Hard,128,G,20190826,122,106296,,,Gregoire Barrere,R,183.0,FRA,25.5222450376,111815,,,Cameron Norrie,L,,GBR,24.008213552399997,7-6(4) 6-4 4-6 6-7(5) 7-6(2),5,R128,241.0,14.0,10.0,171.0,99.0,80.0,34.0,29.0,7.0,13.0,10.0,7.0,201.0,117.0,83.0,36.0,30.0,12.0,18.0,109.0,496.0,62.0,915.0
2075,2019-560,US Open,Hard,128,G,20190826,123,105676,15,,David Goffin,R,163.0,BEL,28.717316906199997,144895,,,Corentin Moutet,L,,FRA,20.3531827515,6-3 3-6 6-4 6-0,5,R128,168.0,4.0,6.0,112.0,62.0,41.0,27.0,17.0,2.0,6.0,0.0,10.0,108.0,66.0,36.0,19.0,17.0,5.0,13.0,15.0,2055.0,82.0,650.0
